name,subsystem,reaction,formula
L-arabinose transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",ARBtex,arab__L_e <=> arab__L_p
Dihydroneopterin monophosphate dephosphorylase,Cofactor and Prosthetic Group Biosynthesis,DNMPPA,dhpmp_c + h2o_c --> dhnpt_c + pi_c
Dihydromonapterin reductase,Cofactor and Prosthetic Group Biosynthesis,DHMPTR,dhmpt_c + h_c + nadph_c --> nadp_c + thmnp_c
"1,4-dihydroxy-2-naphthoate octaprenyltransferase",Cofactor and Prosthetic Group Biosynthesis,DHNAOT4,dhna_c + h_c + octdp_c --> 2dmmql8_c + co2_c + ppi_c
"1,4-dihydroxy-2-napthoyl-CoA synthase",Cofactor and Prosthetic Group Biosynthesis,DHNCOAS,h_c + sbzcoa_c --> 14dhncoa_c + h2o_c
Dihydroneopterin triphosphate pyrophosphatase,Cofactor and Prosthetic Group Biosynthesis,DNTPPA,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c
Arginine/agmatine antiport (periplasm),"Transport, Inner Membrane",ARGAGMt7pp,agm_c + arg__L_p <=> agm_p + arg__L_c
"2,3 dioxo-L-gulonate reductase",Alternate Carbon Metabolism,DOGULNR,23doguln_c + h_c + nadh_c --> 3dhguln_c + nad_c
"1,4-dihydroxy-2-napthoyl-CoA thioesterase",Cofactor and Prosthetic Group Biosynthesis,DHNCOAT,14dhncoa_c + h2o_c --> coa_c + dhna_c + h_c
Dihydroneopterin aldolase reversible,Cofactor and Prosthetic Group Biosynthesis,DHNPA2r,dhnpt_c <=> 6hmhpt_c + gcald_c
Dopamine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",DOPAtex,dopa_e <=> dopa_p
Arginine decarboxylase,Arginine and Proline Metabolism,ARGDC,arg__L_c + h_c --> agm_c + co2_c
Dihydroneopterin epimerase,Cofactor and Prosthetic Group Biosynthesis,DHNPTE,dhnpt_c <=> dhmpt_c
Doxorubicin transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",DOXRBCNtex,doxrbcn_e <=> doxrbcn_p
Arginine decarboxylase,Arginine and Proline Metabolism,ARGDCpp,arg__L_p + h_p --> agm_p + co2_p
Doxorubicin transport via TolC system,"Transport, Outer Membrane",DOXRBCNtpp,doxrbcn_p + h_p --> doxrbcn_e + h_c
Dihydoorotic acid dehydrogenase (quinone8),Purine and Pyrimidine Biosynthesis,DHORD2,dhor__S_c + q8_c --> orot_c + q8h2_c
Arginine/ornithine antiporter (periplasm),"Transport, Inner Membrane",ARGORNt7pp,arg__L_p + orn_c <=> arg__L_c + orn_p
Dihydroorotic acid (menaquinone-8),Purine and Pyrimidine Biosynthesis,DHORD5,dhor__S_c + mqn8_c --> mql8_c + orot_c
Fumarate dependent DHORD,Purine and Pyrimidine Biosynthesis,DHORDfum,dhor__S_c + fum_c --> orot_c + succ_c
Dihydroorotase,Purine and Pyrimidine Biosynthesis,DHORTS,dhor__S_c + h2o_c <=> cbasp_c + h_c
"2,3-dihydroxyphenylpropionate dehydrogenase",Alternate Carbon Metabolism,DHPPD,cechddd_c + nad_c --> dhpppn_c + h_c + nadh_c
Dephospho-CoA kinase,Cofactor and Prosthetic Group Biosynthesis,DPCOAK,atp_c + dpcoa_c --> adp_c + coa_c + h_c
2-dehydropantoate 2-reductase,Cofactor and Prosthetic Group Biosynthesis,DPR,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c
Deoxyribose-phosphate aldolase,Alternate Carbon Metabolism,DRPA,2dr5p_c --> acald_c + g3p_c
DsbA protein reoxidation reaction (aerobic),Unassigned,DSBAO1,dsbard_p + q8_c --> dsbaox_p + q8h2_c
Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp),Cofactor and Prosthetic Group Biosynthesis,DHPPDA2,25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c
Argininosuccinate lyase,Arginine and Proline Metabolism,ARGSL,argsuc_c <=> arg__L_c + fum_c
Dihydropteroate synthase,Cofactor and Prosthetic Group Biosynthesis,DHPS2,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c
"4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)",Methionine Metabolism,DHPTDCs2,dhptd_c --> mdhdhf_c
DsbA protein reoxidation reaction (anaerobic),Unassigned,DSBAO2,dsbard_p + mqn8_c --> dsbaox_p + mql8_c
DsbC:glutathione thiotransferase,Unassigned,DSBCGT,dsbcox_p + 2.0 gthrd_p --> dsbcrd_p + gthox_p
DsbD reductase,Unassigned,DSBDR,dsbdox_c + trdrd_c --> dsbdrd_c + trdox_c
Dihydropteridine reductase,Alternate Carbon Metabolism,DHPTDNR,dhptdn_c + 3.0 h_c + nadph_c --> nadp_c + thptdn_c
Dihydropteridine reductase (NADH),Alternate Carbon Metabolism,DHPTDNRN,dhptdn_c + 3.0 h_c + nadh_c --> nad_c + thptdn_c
Argininosuccinate synthase,Arginine and Proline Metabolism,ARGSS,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c
Dihydroneopterin triphosphate 2'-epimerase,Cofactor and Prosthetic Group Biosynthesis,DHPTPE,ahdt_c <=> dhmptp_c
3-dehydroquinate synthase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",DHQS,2dda7p_c --> 3dhq_c + pi_c
DsbG:glutathione thiotransferase,Unassigned,DSBGGT,dsbgox_p + 2.0 gthrd_p --> dsbgrd_p + gthox_p
D-serine dehydrogenase,Glycine and Serine Metabolism,DSERDHr,nadp_c + ser__D_c <=> 2amsa_c + h_c + nadph_c
D-serine transport in via proton symport (periplasm),"Transport, Inner Membrane",DSERt2pp,h_p + ser__D_p --> h_c + ser__D_c
D-serine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",DSERtex,ser__D_e <=> ser__D_p
"3-dehydroquinate dehydratase, irreversible","Tyrosine, Tryptophan, and Phenylalanine Metabolism",DHQTi,3dhq_c --> 3dhsk_c + h2o_c
Arginyl-tRNA synthetase,tRNA Charging,ARGTRS,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c
DIMP transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",DIMPtex,dimp_e <=> dimp_p
Deoxyinosine transport in via proton symport (periplasm),"Transport, Inner Membrane",DINSt2pp,din_p + h_p --> din_c + h_c
D(-)-tartrate dehydratase,Alternate Carbon Metabolism,DTARTD,tartr__D_c --> h2o_c + oaa_c
L-arginine transport via ABC system (periplasm),"Transport, Inner Membrane",ARGabcpp,arg__L_p + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c
DTMP kinase,Nucleotide Salvage Pathway,DTMPK,atp_c + dtmp_c <=> adp_c + dtdp_c
Deoxyinosine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",DINStex,din_e <=> din_p
"2,5-diketo-D-gluconate reductase",Alternate Carbon Metabolism,DKGLCNR1,25dkglcn_c + h_c + nadph_c --> 2dhguln_c + nadp_c
DTMP transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",DTMPtex,dtmp_e <=> dtmp_p
L-arginine transport out via proton antiport (cytoplasm to periplasm),"Transport, Inner Membrane",ARGt3pp,arg__L_c + h_p --> arg__L_p + h_c
DUMP transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",DUMPtex,dump_e <=> dump_p
Dihydrouracil dehydrogenase (NAD),Nucleotide Salvage Pathway,DURADx,56dura_c + nad_c <=> h_c + nadh_c + ura_c
Deoxyuridine kinase (ATP:Deoxyuridine),Nucleotide Salvage Pathway,DURIK1,atp_c + duri_c --> adp_c + dump_c + h_c
Deoxyuridine phosphorylase,Nucleotide Salvage Pathway,DURIPP,duri_c + pi_c <=> 2dr1p_c + ura_c
Deoxyuridine transport in via proton symport (periplasm),"Transport, Inner Membrane",DURIt2pp,duri_p + h_p --> duri_c + h_c
Deoxyuridine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane",DURItex,duri_e <=> duri_p
"2,5-diketo-D-gluconate reductase (NADH)",Alternate Carbon Metabolism,DKGLCNR2x,25dkglcn_c + h_c + nadh_c --> 5dglcn_c + nad_c
DUTP diphosphatase,Nucleotide Salvage Pathway,DUTPDP,dutp_c + h2o_c --> dump_c + h_c + ppi_c
L-arginine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",ARGtex,arg__L_e <=> arg__L_p
1-deoxy-D-xylulose reductoisomerase,Cofactor and Prosthetic Group Biosynthesis,DXPRIi,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c
1-deoxy-D-xylulose 5-phosphate synthase,Cofactor and Prosthetic Group Biosynthesis,DXPS,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c
"2,5-diketo-D-gluconate reductase (NADPH)",Alternate Carbon Metabolism,DKGLCNR2y,25dkglcn_c + h_c + nadph_c --> 5dglcn_c + nadp_c
Dimethylallyltranstransferase,Cofactor and Prosthetic Group Biosynthesis,DMATT,dmpp_c + ipdp_c --> grdp_c + ppi_c
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),Cofactor and Prosthetic Group Biosynthesis,DMPPS,h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c
3-Dimethylubiquinonol 3-methyltransferase,Cofactor and Prosthetic Group Biosynthesis,DMQMT,2omhmbl_c + amet_c --> ahcys_c + h_c + q8h2_c
1-Deoxy-D-xylulose kinase,Cofactor and Prosthetic Group Biosynthesis,DXYLK,atp_c + dxyl_c --> adp_c + dxyl5p_c + h_c
Erythrose 4-phosphate dehydrogenase,Cofactor and Prosthetic Group Biosynthesis,E4PD,e4p_c + h2o_c + nad_c <=> 4per_c + 2.0 h_c + nadh_c
Dimethyl sulfoxide reductase (Menaquinol 8),Oxidative Phosphorylation,DMSOR1,dmso_c + mql8_c --> dms_c + h2o_c + mqn8_c
Aspartate-semialdehyde dehydrogenase,Threonine and Lysine Metabolism,ASAD,aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c
Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm),Oxidative Phosphorylation,DMSOR1pp,dmso_p + mql8_c --> dms_p + h2o_p + mqn8_c
Dimethyl sulfoxide reductase (Demethylmenaquinol 8),Oxidative Phosphorylation,DMSOR2,2dmmql8_c + dmso_c --> 2dmmq8_c + dms_c + h2o_c
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0),Cell Envelope Biosynthesis,EAR100x,h_c + nadh_c + tdec2eACP_c --> dcaACP_c + nad_c
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0),Cell Envelope Biosynthesis,EAR100y,h_c + nadph_c + tdec2eACP_c --> dcaACP_c + nadp_c
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0),Cell Envelope Biosynthesis,EAR120x,h_c + nadh_c + tddec2eACP_c --> ddcaACP_c + nad_c
Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm),Oxidative Phosphorylation,DMSOR2pp,2dmmql8_c + dmso_p --> 2dmmq8_c + dms_p + h2o_p
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0),Cell Envelope Biosynthesis,EAR120y,h_c + nadph_c + tddec2eACP_c --> ddcaACP_c + nadp_c
Dimethyl sulfoxide transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",DMSOtex,dmso_e <=> dmso_p
L-ascorbate 6-phosphate lactonase,Alternate Carbon Metabolism,ASCBPL,ascb6p_c + h2o_c --> 3dhgulnp_c + h_c
Dimethyl sulfoxide transport via diffusion (periplasm),"Transport, Inner Membrane",DMSOtpp,dmso_p <=> dmso_c
Dimethyl sulfide transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",DMStex,dms_e <=> dms_p
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1),Cell Envelope Biosynthesis,EAR121x,h_c + nadh_c + t3c5ddeceACP_c --> cddec5eACP_c + nad_c
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1),Cell Envelope Biosynthesis,EAR121y,h_c + nadph_c + t3c5ddeceACP_c --> cddec5eACP_c + nadp_c
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0),Cell Envelope Biosynthesis,EAR140x,h_c + nadh_c + tmrs2eACP_c --> myrsACP_c + nad_c
L-fuculokinase,Alternate Carbon Metabolism,FCLK,atp_c + fcl__L_c --> adp_c + fc1p_c + h_c
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:0),Cell Envelope Biosynthesis,EAR140y,h_c + nadph_c + tmrs2eACP_c --> myrsACP_c + nadp_c
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1),Cell Envelope Biosynthesis,EAR141x,h_c + nadh_c + t3c7mrseACP_c --> nad_c + tdeACP_c
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1),Cell Envelope Biosynthesis,EAR141y,h_c + nadph_c + t3c7mrseACP_c --> nadp_c + tdeACP_c
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0),Cell Envelope Biosynthesis,EAR160x,h_c + nadh_c + tpalm2eACP_c --> nad_c + palmACP_c
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:0),Cell Envelope Biosynthesis,EAR160y,h_c + nadph_c + tpalm2eACP_c --> nadp_c + palmACP_c
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1),Cell Envelope Biosynthesis,EAR161x,h_c + nadh_c + t3c9palmeACP_c --> hdeACP_c + nad_c
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1),Cell Envelope Biosynthesis,EAR161y,h_c + nadph_c + t3c9palmeACP_c --> hdeACP_c + nadp_c
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0),Cell Envelope Biosynthesis,EAR180x,h_c + nadh_c + toctd2eACP_c --> nad_c + ocdcaACP_c
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0),Cell Envelope Biosynthesis,EAR180y,h_c + nadph_c + toctd2eACP_c --> nadp_c + ocdcaACP_c
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1),Cell Envelope Biosynthesis,EAR181x,h_c + nadh_c + t3c11vaceACP_c --> nad_c + octeACP_c
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1),Cell Envelope Biosynthesis,EAR181y,h_c + nadph_c + t3c11vaceACP_c --> nadp_c + octeACP_c
3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA),Membrane Lipid Metabolism,ECOAH5,3hddcoa_c <=> dd2coa_c + h2o_c
3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA),Membrane Lipid Metabolism,ECOAH6,3htdcoa_c <=> h2o_c + td2coa_c
3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),Membrane Lipid Metabolism,ECOAH7,3hhdcoa_c <=> h2o_c + hdd2coa_c
3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA),Membrane Lipid Metabolism,ECOAH8,3hodcoa_c <=> h2o_c + od2coa_c
2-dehydro-3-deoxy-phosphogluconate aldolase,Pentose Phosphate Pathway,EDA,2ddg6p_c --> g3p_c + pyr_c
6-phosphogluconate dehydratase,Pentose Phosphate Pathway,EDD,6pgc_c --> 2ddg6p_c + h2o_c
Endotoxin Synthesis (lauroyl transferase),Lipopolysaccharide Biosynthesis / Recycling,EDTXS1,ddcaACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4L_c
Endotoxin Synthesis (myristoyl transferase),Lipopolysaccharide Biosynthesis / Recycling,EDTXS2,kdo2lipid4L_c + myrsACP_c --> ACP_c + lipa_c
Endotoxin Synthesis (palmitoleoyl ACP),Lipopolysaccharide Biosynthesis / Recycling,EDTXS3,hdeACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4p_c
Endotoxin Synthesis (myristoyl transferase),Lipopolysaccharide Biosynthesis / Recycling,EDTXS4,kdo2lipid4p_c + myrsACP_c --> ACP_c + lipa_cold_c
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0),Cell Envelope Biosynthesis,EAR40x,but2eACP_c + h_c + nadh_c --> butACP_c + nad_c
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0),Cell Envelope Biosynthesis,EAR40y,but2eACP_c + h_c + nadph_c --> butACP_c + nadp_c
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0),Cell Envelope Biosynthesis,EAR60x,h_c + nadh_c + thex2eACP_c --> hexACP_c + nad_c
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0),Cell Envelope Biosynthesis,EAR60y,h_c + nadph_c + thex2eACP_c --> hexACP_c + nadp_c
Enoylglutaryl-[ACP] methyl ester reductase,Cofactor and Prosthetic Group Biosynthesis,EGMEACPR,egmeACP_c + h_c + nadph_c --> gmeACP_c + nadp_c
L-fuculose 1-phosphate aldolase,Alternate Carbon Metabolism,FCLPA,fc1p_c <=> dhap_c + lald__L_c
Phosphoethanolamine lipid A transport via ABC system (periplasm to extracellular),Lipopolysaccharide Biosynthesis / Recycling,ENLIPAabctex,atp_c + enlipa_p + h2o_c --> adp_c + enlipa_e + h_c + pi_c
Enolase,Glycolysis/Gluconeogenesis,ENO,2pg_c <=> h2o_c + pep_c
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0),Cell Envelope Biosynthesis,EAR80x,h_c + nadh_c + toct2eACP_c --> nad_c + ocACP_c
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0),Cell Envelope Biosynthesis,EAR80y,h_c + nadph_c + toct2eACP_c --> nadp_c + ocACP_c
Enterobacterial common antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular),Lipopolysaccharide Biosynthesis / Recycling,ECA4COLIPAabctex,atp_c + eca4colipa_p + h2o_c --> adp_c + eca4colipa_e + h_c + pi_c
Enterochelin synthase,Cofactor and Prosthetic Group Biosynthesis,ENTCS,3.0 23dhba_c + 3.0 seramp_c --> 6.0 amp_c + enter_c + 9.0 h_c
Enterochelin Esterase,Inorganic Ion Transport and Metabolism,ENTERES,enter_c + 3.0 h2o_c --> 3.0 23dhbzs_c + 3.0 h_c
Enterochelin Esterase (Fe containing),Inorganic Ion Transport and Metabolism,ENTERES2,feenter_c + 3.0 h2o_c --> 3.0 23dhbzs_c + fe3_c + 3.0 h_c
Enoylpimeloyl-[ACP] methyl ester reductase,Cofactor and Prosthetic Group Biosynthesis,EPMEACPR,epmeACP_c + h_c + nadph_c --> nadp_c + pmeACP_c
Enterobacterial common antigen (x4) O-antigen ligase (periplasm),Lipopolysaccharide Biosynthesis / Recycling,ECA4OALpp,colipa_p + eca4und_p --> eca4colipa_p + h_p + udcpdp_p
Enterobacterial common antigen polymerase (periplasm),Lipopolysaccharide Biosynthesis / Recycling,ECAP1pp,2.0 unagamuf_p --> eca2und_p + h_p + udcpdp_p
Enterobacterial common antigen polymerase (periplasm),Lipopolysaccharide Biosynthesis / Recycling,ECAP2pp,eca2und_p + unagamuf_p --> eca3und_p + h_p + udcpdp_p
Enterobacterial common antigen polymerase (periplasm),Lipopolysaccharide Biosynthesis / Recycling,ECAP3pp,eca3und_p + unagamuf_p --> eca4und_p + h_p + udcpdp_p
"Enterobacterial common antigen transferase (flippase, cytoplasm to periplasm)",Lipopolysaccharide Biosynthesis / Recycling,ECAtpp,unagamuf_c --> unagamuf_p
Ethanolamine ammonia-lyase,Cell Envelope Biosynthesis,ETHAAL,etha_c --> acald_c + nh4_c
Ethanolamine transport in via proton symport,"Transport, Inner Membrane",ETHAt2pp,etha_p + h_p --> etha_c + h_c
3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA),Membrane Lipid Metabolism,ECOAH1,3hbcoa_c <=> b2coa_c + h2o_c
Ferrochelatase,Cofactor and Prosthetic Group Biosynthesis,FCLT,fe2_c + ppp9_c --> 2.0 h_c + pheme_c
3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA),Membrane Lipid Metabolism,ECOAH2,3hhcoa_c <=> h2o_c + hx2coa_c
3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA),Membrane Lipid Metabolism,ECOAH3,3hocoa_c <=> h2o_c + oc2coa_c
Ethanolamine transport via diffusion (extracellular),"Transport, Outer Membrane Porin",ETHAtex,etha_e <=> etha_p
Ethanesulfonate transport via ABC system (periplasm),"Transport, Inner Membrane",ETHSO3abcpp,atp_c + ethso3_p + h2o_c --> adp_c + ethso3_c + h_c + pi_c
Ethanesulfonate transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",ETHSO3tex,ethso3_e <=> ethso3_p
3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA),Membrane Lipid Metabolism,ECOAH4,3hdcoa_c <=> dc2coa_c + h2o_c
Ethanol transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",ETOHtex,etoh_e <=> etoh_p
Formate dehydrogenase (quinone-8) (periplasm),Oxidative Phosphorylation,FDH4pp,for_p + 2.0 h_c + q8_c --> co2_p + h_p + q8h2_c
Ethanol reversible transport via diffusion (periplasm),"Transport, Inner Membrane",ETOHtrpp,etoh_p <=> etoh_c
Fructose 6-phosphate aldolase,Glycolysis/Gluconeogenesis,F6PA,f6p_c <=> dha_c + g3p_c
D-fructose 6-phosphate phosphatase,Alternate Carbon Metabolism,F6PP,f6p_c + h2o_c --> fru_c + pi_c
Formate-hydrogen lyase,Pyruvate Metabolism,FHL,for_c + h_c --> co2_c + h2_c
Flavodoxin reductase (NADPH),Unassigned,FLDR2,2.0 flxso_c + nadph_c --> 2.0 flxr_c + h_c + nadp_c
Fructose-6-phosphate transport via phosphate antiport (periplasm),"Transport, Inner Membrane",F6Pt6_2pp,f6p_p + 2.0 pi_c --> f6p_c + 2.0 pi_p
Flavin reductase,Cofactor and Prosthetic Group Biosynthesis,FLVR,h_c + nadph_c + ribflv_c --> nadp_c + rbflvrd_c
Formate Dehydrogenase (menaquinone-8) (periplasm),Oxidative Phosphorylation,FDH5pp,for_p + 2.0 h_c + mqn8_c --> co2_p + h_p + mql8_c
Flavin reductase (NAD),Cofactor and Prosthetic Group Biosynthesis,FLVRx,h_c + nadh_c + ribflv_c --> nad_c + rbflvrd_c
Methionyl-tRNA formyltransferase,tRNA Charging,FMETTRS,10fthf_c + mettrna_c --> fmettrna_c + h_c + thf_c
FMN adenylyltransferase,Cofactor and Prosthetic Group Biosynthesis,FMNAT,atp_c + fmn_c + h_c --> fad_c + ppi_c
FMN reductase,Cofactor and Prosthetic Group Biosynthesis,FMNRx,fmn_c + h_c + nadh_c --> fmnh2_c + nad_c
Fructose 6-phosphate transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",F6Ptex,f6p_e <=> f6p_p
Fatty-acyl-ACP hydrolase,Cell Envelope Biosynthesis,FA100ACPHi,dcaACP_c + h2o_c --> ACP_c + dca_c + h_c
Fatty-acyl-ACP hydrolase,Cell Envelope Biosynthesis,FA120ACPHi,ddcaACP_c + h2o_c --> ACP_c + ddca_c + h_c
Fatty-acyl-ACP hydrolase,Cell Envelope Biosynthesis,FA140ACPHi,h2o_c + myrsACP_c --> ACP_c + h_c + ttdca_c
Fatty-acyl-ACP hydrolase,Cell Envelope Biosynthesis,FA141ACPHi,h2o_c + tdeACP_c --> ACP_c + h_c + ttdcea_c
Fatty-acyl-ACP hydrolase,Cell Envelope Biosynthesis,FA160ACPHi,h2o_c + palmACP_c --> ACP_c + h_c + hdca_c
Fatty-acyl-ACP hydrolase,Cell Envelope Biosynthesis,FA161ACPHi,h2o_c + hdeACP_c --> ACP_c + h_c + hdcea_c
FMN reductase,Cofactor and Prosthetic Group Biosynthesis,FMNRx2,fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c
Aminomethyltransferase,Folate Metabolism,FOMETRi,5fthf_c + h_c --> h2o_c + methf_c
Formyl-CoA Transferase,Alternate Carbon Metabolism,FORCT,forcoa_c + oxa_c <=> for_c + oxalcoa_c
FMNH2-dependent monooxygenase,Inorganic Ion Transport and Metabolism,FDMO,fmnh2_c + isetac_c + o2_c --> fmn_c + gcald_c + h2o_c + h_c + so3_c
"Formate transport via proton symport (uptake only, periplasm)","Transport, Inner Membrane",FORt2pp,for_p + h_p --> for_c + h_c
Formate transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",FORtex,for_e <=> for_p
Formate transport via diffusion (cytoplasm to periplasm),"Transport, Inner Membrane",FORtppi,for_c --> for_p
Fumarate reductase,Citric Acid Cycle,FRD2,fum_c + mql8_c --> mqn8_c + succ_c
Fumarate reductase,Citric Acid Cycle,FRD3,2dmmql8_c + fum_c --> 2dmmq8_c + succ_c
Fructose-1-phosphate kinase,Alternate Carbon Metabolism,FRUK,atp_c + f1p_c --> adp_c + fdp_c + h_c
Fructoselysine phosphate deglycase,Alternate Carbon Metabolism,FRULYSDG,frulysp_c + h2o_c <=> g6p_c + lys__L_c
Fructoselysine 3-epimerase,Alternate Carbon Metabolism,FRULYSE,psclys_c <=> frulys_c
Fatty-acyl-ACP hydrolase,Cell Envelope Biosynthesis,FA80ACPHi,h2o_c + ocACP_c --> ACP_c + h_c + octa_c
FMNH2-dependent monooxygenase (methanesulfonate),Inorganic Ion Transport and Metabolism,FDMO2,fmnh2_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c
Fructoselysine Kinase,Alternate Carbon Metabolism,FRULYSK,atp_c + frulys_c --> adp_c + frulysp_c + h_c
